,datetime,title,content
178,2019-06-22 14:51:31,,【中信证券：黄金开启新牛市 】中信证券指出，美联储恐开启降息周期，美元指数和实际利率下行压力大，黄金将开启新一轮牛市，A股黄金公司将迎来估值和业绩双双提升的“戴维斯双击”。
179,2019-06-22 14:23:47,,意大利政府考虑用意大利央行的利润来削减政府赤字。（意大利共和国报）
180,2019-06-22 14:15:01,,【高新兴将在MWC展期间发布5G车联网战略及5G巡逻机器人】从高新兴获悉，MWC19上海展会将于6月26-28日召开，高新兴将在此次MWC展期间正式发布5G车联网战略、城市级商用车联网解决方案。此外，还将发布高新兴5G巡逻机器人。
181,2019-06-22 14:05:04,,【工信部王新哲：组织实施工业互联网创新发展工程】工信部总经济师王新哲日前在2019年中国工业信息安全大会上表示，工信部将重点抓好以下工作：一是完善制度规范。推动出台加强工业互联网安全工作的指导意见，完善工业互联网安全管理制度机制。二是突破关键技术。加强关键核心技术攻关，补齐技术短板，强化安全技术手段建设。组织实施工业互联网创新发展工程，开展工业互联网安全技术研发、测试评估等工作。三是构建安防体系。四是强化支撑保障。五是深化国际合作。（证券时报）
182,2019-06-22 14:01:31,,【工信部王新哲：完善工业互联网安全保障 推动制造业高质量发展】6月21日至22日，2019年中国工业信息安全大会在北京举行，工信部总经济师王新哲表示，工信部将深入贯彻落实党中央、国务院的决策部署，加快完善工业互联网安全保障体系，加速提升工业互联网安全保障能力，全力保障工业经济平稳健康运行，为促进经济高质量发展和维护国家安全发挥积极作用。推动出台加强工业互联网安全工作的指导意见，完善工业互联网安全管理制度机制。（证券时报）
183,2019-06-22 14:00:12,,【工信部：研究制定工业信息安全领域的配套法规政策】2019年中国工业信息安全大会6月22日主论坛在北京国际会议中心召开。工信部副部长陈肇雄强调，要充分认识新形势下做好工业信息安全工作的极端重要性，准确把握工业互联网快速发展面临的安全新挑战，努力开创工业信息安全工作新局面。研究制定工业信息安全领域的配套法规政策。加快建立工业数据分类分级管理制度，制定一批急需专用标准，推动工业数据的安全流动、交互和共享，释放数据对工业经济的放大、叠加和倍增作用。（证券时报）
184,2019-06-22 13:48:03,,【用友网络加入5G应用产业方阵理事单位】从用友网络获悉，近日，由工信部发起，信通院牵头成立的5G应用产业方阵在中国信通院召开第一届理事会。用友网络与中国电信集团有限公司、华为技术有限公司、中兴通讯股份有限公司、小米通讯技术有限公司、中国银联股份有限公司等企业共同成为5G应用产业方阵的理事单位。（证券时报网）
185,2019-06-22 13:39:54,,【我国粮食工业年总产值破三万亿元】6月20日，国家粮食和物资储备局在河南郑州召开全国加快推进粮食产业经济发展第三次现场经验交流会。据悉，2018年末，全国纳入粮食产业经济统计的企业达到2.3万户，年工业总产值突破3万亿元；产值超千亿元省份11个，其中，山东省突破4000亿元，江苏、安徽、广东、湖北、河南5省均超过2000亿元。粮食产业已经成为一些主产区重要支柱产业。（经济日报）
186,2019-06-22 13:26:58,,"【证监会开5张内幕交易罚单：“精准布局”中文传媒 牛散被罚没1.18亿】6月21日，中国证券监督管理委员会新闻发言人常德鹏在例行新闻发布会上表示，证监会依法对5宗内幕交易案件作出行政处罚。其中，对郭海内幕交易“中文传媒”案作出行政处罚，责令郭海依法处理非法持有的股票，没收违法所得58,751,759.57元，并处以58,751,759.57元罚款，罚没总金额达1.18亿元。（每日经济新闻）"
187,2019-06-22 13:23:37,,【天津将建“数字孪生”变电站实现全生命周期监控】近日，位于天津滨海新区中新天津生态城的110千伏游乐港智能变电站完成全息模型建设，迈出“数字孪生”技术应用的第一步。预计今年年底，天津首个“数字孪生”变电站将建成并实现应用。（新华社）
188,2019-06-22 13:16:12,,【花旗：预计“黄金热潮”的涨势将持续，来12个月黄金价格会在1500至1600美元/盎司之间】国际金价涨到自2013年以来最高水平，黄金重新回到投资者关注的位置，这是拜美联储周三表示准备好降息的评论所赐。最近的“看涨黄金热”是合理的，上调对黄金价格的预估。宽松的货币政策，疲软的美元，地缘政治风险升高等因素推动黄金的乐观前景。看涨情况下，未来12个月黄金价格会在1500至1600美元/盎司之间。
189,2019-06-22 13:12:29,,【武汉大学与华为签署战略合作协议】日前，武汉大学与华为签署战略合作协议，双方将以“联合创新、协同育人、共谋发展”为目标，在校园信息化建设、科研合作、人才培养和5G创新应用等领域开展全面合作，加速推动科研成果的转化。同时，双方还签署“华为ICT学院-创新人才中心”合作协议，共同推进ICT人才培养。（证券时报网）
190,2019-06-22 12:53:28,,【“百万年薪政府补贴30 万个税”细则出台 大湾区均可享受】6月22 日，广东省财政厅公布《关于贯彻落实粤港澳大湾区个人所得税优惠政策的通知》。该通知指出，对在大湾区工作的境外高端人才和紧缺人才，其在珠三角九市缴纳的个人所得税已缴税额超过其按应纳税所得额的15%计算的税额部分，由珠三角九市人民政府给予财政补贴，该补贴免征个人所得税。（21财经）
191,2019-06-22 12:29:39,,【数字货币或迎最强监管，国际反洗钱金融工作组监管标准出炉】6月22日，国际政府间合作机构反洗钱金融行动特别工作组（FATF）公布的最终版反洗钱和恐怖主义融资监管指引明确要求，包括加密货币交易所在内，虚拟资产服务供应商（VASP）必须与政府分享转移资金的客户信息。（中证网）
192,2019-06-22 12:27:44,,【一天批复1410亿企业债 发改委密集调研释放三大信号 稳增长成主题 更加重视金融供给侧改革】值得重视的是，今年发改委调研组更加重视金融供给侧对于实体经济的扶持情况。发改委财政金融和信用建设司的调研组，先后在浙江永康市和杭州市召开了金融服务实体经济座谈会，就优化我国金融机构体系、市场体系和产品体系的改革路径，听取企业代表和金融机构意见。（券商中国）
193,2019-06-22 12:12:26,,【中国再添一项世界纪录！青海连续15天全部使用清洁能源供电】2019年6月9日0:00至23日24:00，连续15天、360小时全部使用清洁能源供电的“绿电15日”行动在高原青海启动实施。三江之源、中华水塔的青海省，刷新了全清洁能源供电的世界纪录。从“绿电7日”到“绿电9日”再到“绿电15日”，可以想见，不久后的将来，3600小时、36000小时，甚至未来的每一天，“绿电”将点亮全世界，彻底改变能源生产和消费革命。（科技日报）
194,2019-06-22 12:11:58,,【量子技术商业化正在英国全速推进：国家项目投资超10亿英镑】在政府和工业界联合投资3.5亿英镑之后，英国研究与创新基金会(UKRI)近日宣称，将通过“产业战略挑战基金(ISCF)”再增加1.53亿英镑资金用于量子技术的商业化，这使得英国对国家量子技术项目的总投资提高到了10亿英镑以上。英国的量子科学研究已经从理论和应用研究阶段进入到产品测试阶段，从网络安全到国防和医疗保健，量子新技术有可能给一系列行业带来革命性变革。（科技日报）
195,2019-06-22 12:06:18,,【国内首例特高压电力5G应用落地安徽宣城】近日，由中国电信宣城分公司建设的全国首例特高压变电站与5G通信技术结合的泛在电力物联网建设工程在古泉换流站通过验收。这是安徽省内的第一座用于电力领域的5G基站，标志着5G通信技术正式运用到特高压电力领域。
196,2019-06-22 12:05:43,,【上海6月车牌拍卖结果出炉 中标率6%】6月沪牌拍卖结果出炉：个人额度9767辆，参加拍卖人数164086人，比上月减少6708人，中标率6%。最低成交价89600元，平均成交价为89695元，比上个月的89633元增加了62元。（上海发布）
197,2019-06-22 11:57:38,,【KITCO：黄金长期目标在1400-1500美元区域】KITCO分析师 Jim Wyckoff认为，黄金创五年新高给多头提供了更多的短期和长期技术力量。这也表明，金价会在未来几天、几周甚至几个月将转向更高的水平。Jim Wyckoff指出，月线图上已出现上行趋势线，下一个上行目标是每盎司1500美元的主要心理阻力位。
198,2019-06-22 11:50:11,,【北京一日卖地收金近百亿，亦庄两地块溢价率近4成】据北京市规划和自然资源委员会官网信息显示，6月21日北京共成功出让三宗土地，其中一宗位于怀柔新城、两宗位于大兴亦庄，成交价格分别为36.36亿元、31.8亿元、30.6亿元，合计高达98.76亿元。其中怀柔新城地块由城建和怀胜联合体以底价成交，而大兴亦庄地块分别由雅居乐地产旗下公司北京雅信房地产开发有限公司和央企中国旅游集团有限公司相关公司港中旅房地产开发有限公司夺得。（华夏时报）
199,2019-06-22 11:43:35,,黄金近几日涨势凶猛，法国外贸银行（Natixis）贵金属分析师Bernard Dahdah表示，这主要是因为美元大幅走软，美联储的态度令美元承压。
200,2019-06-22 11:35:42,,中国石油独山子石化分公司党委原书记付德新接受纪律审查和监察调查（新华社）。
201,2019-06-22 11:32:41,,【上海加快推进第二届进博会11项重点工程项目】从上海市住建委获悉，第二届中国国际进口博览会重点工程建设项目共有11项，目前各项目正按计划加快推进，其中部分项目已建成投运。（新华社）
202,2019-06-22 11:32:17,,【京津冀签署合作协议：三地异地门诊将直接结算】6月22日，京津冀医疗保障协同发展合作协议签约仪式在天津举行。三地将加快推进异地门诊直接结算和医保一体化工作。合作协议主要围绕异地就医住院、门诊直接结算、医药产品集中采购和医疗保障协同监管等方面开展深度合作，解决三省市群众看病垫资和跑腿报销问题，提高医保基金使用效率，减轻群众医疗负担。
203,2019-06-22 11:28:38,,【金价涨破1400美元 6年来首次！最高看到1600美元 各国央行笑了！大妈要慌了？】在美联储跟随全球央行宽松大潮敞开降息的大门后，市场风向在短短两日内已经发生巨变，金价最新收盘强势站上1400大关，触及近六年高位；美元则创下一年来最大的两日跌幅。（中国基金报）
204,2019-06-22 11:17:07,,【积极融入长三角一体化 苏州相城区在沪签约投资额237.75亿元】6月21日，苏州市相城区在上海举办“沪融互通 相融相成”2019虹桥——相城产业联动创新推介会，深化与上海虹桥商务区的战略协同，积极融入长三角一体化发展。本次推介会现场签约51个项目，总投资额237.75亿元 ，项目涉及新一代电子信息、高端装备制造、智能制造、医疗健康、科技金融、新材料、数字经济、文化创意等新兴产业。（中证网）
205,2019-06-22 11:06:48,,【外媒称苹果iPad和MacBook拟采用三星OLED屏幕】由于iPhone的销量下滑，苹果从三星采购的OLED屏幕没有达到合同的要求，苹果公司因此面临数百万美元的赔偿，为了避免支付现金，苹果考虑给三星笔记本和平板的OLED屏幕订单。
206,2019-06-22 10:48:12,,加拿大帝国商业银行：预计美元兑日元USD/JPY将在2019年第四季度前跌至105，2020年第二季度前跌至103。
207,2019-06-22 10:40:57,,【河北两名厅级干部涉嫌严重违纪违法接受纪律审查和监察调查】记者从河北省纪委监委了解到，河北省保定市政协主席万书君涉嫌严重违纪违法，目前正接受纪律审查和监察调查。河北日报报业集团（河北日报社）管委会主任（社长）、党委书记于山涉嫌严重违纪违法，目前正接受纪律审查和监察调查。（新华社）
208,2019-06-22 10:37:49,,【国家卫健委：抗癌药入选首批鼓励仿制药建议清单】国家卫生健康委官网近期公示第一批鼓励仿制药品目录建议清单，进入清单的有34种药品，包括儿童白血病常用药巯嘌呤、抗癌药甲氨蝶呤片、艾滋病用药利匹韦林等。（北京青年报）
209,2019-06-22 10:21:07,,【安全隐患或引发销量下滑危机 蔚来汽车的未来在哪里】作为造车新势力的代表企业之一，市场对蔚来的争议从未停止过，尤其在今年的安全隐患和销量下滑危机中，蔚来引发的争议更为明显。而蔚来ES6的推出，以及近期新签订百亿融资意向后，蔚来能否否极泰来是值得关注的。（证券市场红周刊）
210,2019-06-22 10:20:11,,【中国气象局：入汛以来我国天气气候复杂，气象灾害点多面广 】从中国气象局获悉，今年3月以来，我国天气气候具有开汛早，降雨分布“南多北少”；暴雨过程多，强度大，重叠度高；强对流天气频发，强度大，影响广等特点，气象灾害点多面广，防灾减灾救灾形势严峻。（澎湃新闻）
211,2019-06-22 10:11:29,,【前5月7房企销售规模破千亿 土地资源将集中于头部】6月下旬，各大房企陆续公布前5个月的销售“成绩单”。1-5月，标杆房企业绩亮眼，千亿销售额阵营有所增加，碧桂园、万科A、中国恒大、融创中国、保利地产等7家房企销售规模破千亿。监管趋严背景下，大型房企资金优势凸显，土地资源将进一步集中于头部企业。（中新经纬）
212,2019-06-22 09:57:15,,【国际锐评：中国资产已成为国际资本的标配】中国股市本周五(21日)收盘后，全球第二大指数编制公司富时罗素将A股纳入其全球股票指数系列。这是继5月底全球最大指数公司明晟提升A股纳入比例之后，中国资本市场迎来的又一好消息。这意味着国际投资者不仅持续保持对中国资本市场的投资需求，也对中国经济前景很有信心。（中央广播电视总台）
213,2019-06-22 09:56:17,,据Bitfinex平台报价显示，比特币涨至10500美元，日内涨幅2.9%。
214,2019-06-22 09:51:39,,【本周利率债发行额5166亿元 创39周新高】本周国债、地方债和政策性金融债三类利率债发行总额达5165.92亿元，创下2018年9月24日至30日当周以来的最近39周新高。（中证）
215,2019-06-22 09:41:45,,【300家上市公司管理层减持 温氏股份高管套现半年73次】深交所近日向德生科技(002908.SZ)一名董事下发监管函，通报后者未事先披露减持计划，为A股违规减持行为再添新案例。据记者不完全统计，今年以来累计已有几十家上市公司大股东出现违规减持。（华夏时报）
216,2019-06-22 09:40:50,,【国五切国六仅剩2周 挤兑式消费致多款车价不跌反升】近期，记者在对车市国五转国六的市场行情作连续报道后，持续收到各地消费者电话，咨询各省国六排放标准执行时间，依据计划，天津市、上海市和重庆市三个直辖市将会首先在今年下半年7月1日起进行国五国六的切换。另外经济比较发达的江浙(浙江省，江苏省)，广东省，山东省，河北省，陕西省，安徽省，河南省，四川省，海南省也将在下半年进行切换，2020年1月1日首都北京市计划切换国六，剩下的省份也将在2020年7月1日后全部切换国六。（华夏时报）
217,2019-06-22 09:28:07,,【苏州楼市停贷传言不准确 专家称楼市过热城市调控加码符合预期】综合《证券日报》记者调查银行、房产中介、在售新盘，以及咨询业内人士获得的信息来看，苏州停贷消息并不准确，不过额度收紧、放款变慢确实在苏州广泛存在。（证券日报）
218,2019-06-22 09:27:30,,【中国氢能第一股亿华通拟申请科创板上市 3年估值翻近10倍】“中国氢能第一股”北京亿华通科技股份有限公司(下称“亿华通”，834613 )近日提出拟申请科创板上市。亿华通日前发布公告称，公司第二届董事会第二次会议审议通过《关于公司申请首次公开发行股票并在科创板上市的议案》。（澎湃新闻）
219,2019-06-22 09:26:58,,【发改委“常住租赁人口可落户”引关注 租赁市场需求或将加速释放】日前，国家发改委“城市常住租赁人口也可落户”的相关表态引发广泛关注。业内指出，城镇稳定就业居住5年以上群体、举家迁徙的农业转移人口、推进建档立卡农村贫困人口、租赁房屋的常住人口将成为这个政策最大的受益群体。（中国网财经）
220,2019-06-22 09:10:44,,【24个大项目落户湖北自贸区 签约金额近300亿元】6月21日，在武汉举行的中国自贸试验区发展论坛上，湖北自贸试验区三大片区现场签约重大项目24个，总计签约金额近300亿元，涉及产业孵化、保税维修、新能源材料、电子信息、先进制造业、消费电子、医疗器械等多个重要领域。（湖北日报）
221,2019-06-22 09:05:48,,【郭台铭卸任鸿海董事长：现在这个20年要转换跑道】“我今天用感恩的心站在这里。”6月21日，鸿海股东大会结束后，郭台铭站在大红幕布前面发表“告别演讲”：如今我放下鸿海，舍不得，但我不后悔。（21世纪经济报道）
222,2019-06-22 09:00:09,,特朗普提名马克·埃斯珀为新任国防部长。（环球网）
223,2019-06-22 08:53:12,,【北上资金跑步进场 ！一周净买入200亿元 这些个股被大幅增持】本周全周北上资金均呈净买入状态，特别是周五净买入激增至73.3亿元，为近期高点。本周合计净买入199.18亿元，为沪深港通开通以来第6大单周净买入量。（证券时报）
224,2019-06-22 08:42:17,,【全球加密货币总市值突破3100亿美元】根据AICoin数据显示，全球加密货币总市值为3153.18亿美元。加密货币市场中占比排名第一的是比特币，市值约合1789亿美元，当前市值占比为56.73%；以太坊排名第二，市值为314亿美元，市值占比为9.97%；瑞波币排名第三，总市值为189亿美元，市值占比为5.98%。
225,2019-06-22 08:39:45,, 【人民日报：只有平等对话才能实现互利共赢】人民日报发文称，美国一些人挥舞关税大棒，不考虑民意、国情，更不顾及国际经济秩序。只想要“打赢”的名头，却迟迟理解不了根本没有能赢的道理。解决国家间的经贸问题，只能通过平等对话。选择谈，就要有诚意，关键是要照顾彼此的合理关切，美方加征的关税必须全部取消。
226,2019-06-22 08:38:41,,【海印股份称今珠多糖注射液专利尚未取得 不存在炒作股价】6月22日凌晨，海印股份发布公告回复了日前深交所对该公司将参与“非洲猪瘟疫苗”投产一事下发的关注函。海印股份在公告中称，许启太团队研制的“今珠多糖注射液”属中药与天然药物制剂，并非疫苗。专利正在申请，尚未正式取得。（澎湃新闻）
227,2019-06-22 08:24:03,,【“七翻身”提前来临？持仓结构可能比夺回3000点更重要】上周不少券商人士分析这周沪指能站上3000点，这在周五终于实现了。6月21日，A股三大股指齐齐高开，全天维持震荡走势，至收盘，沪指报收3001.98点，创业板则大涨1.72%。
228,2019-06-22 08:17:21,,【山东发布化工行业安全整治方案，问题严重的企业先停产再整改】近日山东省化转办下发了《全省化工行业和化工园区安全生产专项整治行动实施方案》，要求化工园区和企业在6月底前组织开展风险隐患自查自纠，7月底前制定完成建设实施方案，8月底前各园区至少组织开展一次应急演练。《方案》提出，对问题严重的化工企业先停产、再整改，最大限度地消除安全隐患。同时，坚决关闭淘汰劣质企业。（澎湃）
229,2019-06-22 08:12:56,,【科创板上市指南出炉：新股一般在发行结束后8个交易日内上市】6月21日晚间，上海证券交易所发布《科创板首次公开发行股票发行与上市业务指南》，对科创板拟IPO企业、承销商及保荐人的发行与上市工作流程进行了细致的规定。（澎湃新闻）
230,2019-06-22 08:12:34,,据中国煤炭工业协会文件，2019年夏季全国煤炭交易会定于7月23-24日召开。
231,2019-06-22 08:09:30,,【上门收废品 月入过万？！垃圾分类 竟催生了一个新职业】7月1日，《上海市生活垃圾管理条例》(以下简称《条例》)将正式施行，根据《条例》，对未将生活垃圾分类投放的个人可处50至200元的罚款。（央视财经）
232,2019-06-22 08:02:10,,据Bitfinex平台报价显示，比特币持续拉升，最高至10250美元，现回落至10191美元。
233,2019-06-22 07:48:37,,【A股纳入富时罗素全球指数正式启动 31只券商股率先“进场”】“入富”的大盘股和中盘股中共有31只券商股“入富”。292只大盘股“入富”名单中共有22只券商股，分别是华西证券、国信证券、西部证券、南京证券、方正证券、浙商证券、光大证券、华泰证券、兴业证券、东兴证券、中信证券、长江证券、广发证券、国元证券、财通证券、招商证券、东方证券、海通证券、中信建投、申万宏源、中国银河、国泰君安。（证券日报）
234,2019-06-22 07:47:39,,【A股闻到“宽松”味道！年中资金面宽松让你绝想不到！这一品种利率刷新10年来最低点】这一周央行通过结构性政策措施和连续的资金投放，让各个资金面利率均呈现大幅下降态势。根据统计数据显示，从6月14日到6月21日的一周来看，央行公开市场净投放规模达到了4250亿元，远远大于此前6月7日到6月14日一周净投放650亿元的规模，仅次于5月最后一周5100亿元。（券商中国）
235,2019-06-22 07:38:36,,据Bitfinex平台报价显示，比特币站上10000美元关口，为2018年3月以来首次，较去年12月低点3136.04美元累涨逾200%。
236,2019-06-22 07:30:15,,【A股“入富”、沪伦通启动、MSCI提升A股权重 资本市场开放按下“快进键”】分析人士指出，中国资本市场对外开放已经按下了“快进键”，力度持续加大。近期，股市、债市、期市等市场都有望迎来系列开放新举措，更多境外资本将会进入中国市场。（人民日报海外版）
237,2019-06-22 07:26:05,,【英国清洁能源发电量将首超化石燃料 风能发展迅猛】英国国家电力公司21日说，英国风能、太阳能和核能等清洁能源发电量预期今年将首次超过化石燃料发电量。路透社报道，化石燃料发电10年前在英国总发电量中占大约四分之三，随后不断下降，逐步由清洁能源取代。其中，风能发电发展尤其迅猛，由10年前占仅1%增加至接近20%。（新华网）
238,2019-06-22 07:23:59,,【欧盟酝酿航天产业升级转型】在日前举行的欧洲理事会部长级会议上，欧盟各成员国就航天发展战略展开了讨论，为欧盟正在制定的2021/2027年度航天战略文件提出修改意见。与会各方一致认为，欧盟需加紧制定新的航天战略计划，促进航天产业升级转型，以航天发展成果服务经济发展建设。值得注意的是，欧盟特别强调了发展航天事业之于战略自主的重要性。有分析认为，欧盟近来格外强调“战略自主”，是对当前国际单边霸权主义威胁的现实回应。（经济日报）
239,2019-06-22 07:19:24,,【多地水泥再添新增产能 过剩或致风险加剧】近日，广西壮族自治区工信厅发布的公告显示，中国国际工程咨询有限公司将在7月4日和5日，连续召开三个水泥产能置换方案听证会，分别是广西合山虎鹰建材有限公司（尖峰）5500t/d项目、广西鱼峰水泥股份有限公司日产5500t/d项目、南宁红狮5000t/d项目。业内人士称，继贵州、云南之后，广西也加入新增水泥产能项目行列，且实施跨省产能置换，或将导致该区域产能过剩进一步加剧，企业和行业效益面临下降风险。（中国证券报）
240,2019-06-22 07:18:55,,【传媒板块连日反弹 短期迎交易性机会】昨日，传媒板块继续反弹，申万传媒行业指数上涨2.47%，板块内晨鑫科技、长城动漫、聚力文化、盛天网络等多只个股涨停。截至昨日，传媒板块已经连续五个交易日上涨，五个交易日累计涨幅达到6.36%。分析人士表示，目前传媒板块各方面风险因素已充分释放，板块处于较低估值水平，多个子板块基本面情况改善，因此坚定看好传媒板块反弹。（中国证券报）
241,2019-06-22 07:18:17,,【四成信托公司备案53单慈善信托 新增财产规模达2.5亿元】作为信托行业的创新业务，慈善信托成为越来越多信托公司转型发展的重要方向。随着信托公司不断涌入，慈善信托财产规模也得以持续增长。全国慈善信息平台数据显示，截至发稿日，2019年慈善信托共备案53单慈善信托，新增财产规模达2.5亿元，27家信托公司参与其中。（证券日报）
242,2019-06-22 07:12:15,,【欧盟峰会闭幕 各方未能就领导层人选达成一致】21日，为期两天的欧盟峰会闭幕，各方未能就这一地区组织新一届领导层人选达成一致。会后，欧洲理事会主席图斯克表示，没有任何一名候选人获得超过半数支持。欧盟领导人将于本月30日再次进行磋商。而针对英国“脱欧”问题，多国领导人均强调，无论谁当选新任英国首相，“脱欧”协议不可能重谈。（央视）
243,2019-06-22 07:11:27,,【企业年金首季赚451亿元 基金和保险表现更抢眼】作为我国养老保障体系第二支柱的主力军，企业年金的运营情况一直备受各方关注。人力资源和社会保障部最新公布的数据显示，截至2019年一季度末，全国企业年金积累基金规模为15596.35亿元，与截至2018年末的14770.38亿元相比，增加了825.97亿元。（上海证券报）
244,2019-06-22 07:00:24,,【 创业板公司重组上市改革破冰 专家称从严监管基调未变 】 证监会20日起就修改《上市公司重大资产重组管理办法》向社会公开征求意见，预示着创业板公司的重组上市改革开始破冰。“此次政策的放宽也在市场预期之内，2019年或迎来上市公司的并购重组大年。”多位接受采访的投行人士如此评价。但他们也指出，监管层对“炒壳”、重组“三高”问题、“忽悠式”重组等市场乱象的从严监管态势不会放松。（上海证券报）
245,2019-06-22 06:51:57,,【200多只基金净值越过5178点“山丘” 重仓龙头公司成秘诀】2015年6月，上证综指突破5178点。如今4年过去，上证综指虽然在3000点附近徘徊，但记者统计发现，公募基金的整体表现不错，其中200多只基金的净值已超越了5178点时的水平。总结上述基金业绩抢眼的原因，在于它们选择了食品饮料、家电、金融保险等好“赛道”，重仓了头部价值型公司。（上海证券报）
246,2019-06-22 06:43:37,,【华尔街多家投行预期美联储7月降息50个基点】花旗银行经济学家周五表示，如果美联储不得不在下个月降息，降息幅度料为50个基点，与此同时提前停止缩表进程。除了花旗银行之外，华尔街多数投行包括瑞银和巴克莱在内，均预期美联储将在7月份降息50个基点，美联储官员卡什卡利也表示为实现通胀目标，美联储应降息50个基点。
247,2019-06-22 06:34:04,,美联储戴利：边缘化社区从火热的经济中受益。 经济持续健康扩张有利于任何人。
248,2019-06-22 06:16:31,,美联储戴利在旧金山的演讲中没有提及货币政策和经济前景。
249,2019-06-22 06:12:05,,据CME“美联储观察”：美联储7月降息25个基点至2.00%-2.25%的概率为67.7%，降息50个基点的概率为32.3%；9月降息25个基点至2.00%-2.25%的概率为17.7%，降息50个基点和75个基点的概率分别为58.5%和23.8%。
250,2019-06-22 06:01:17,,黎巴嫩主权债“自由落体式下跌”，10年期黎巴嫩美元国债与可比美债收益率溢价创至少2011年以来新高，投资者关注该国的预算争论。（FT）
251,2019-06-22 05:57:32,,【全国房价整体平稳“小阳春”只是局部现象】日前，国家统计局发布了2019年5月份70个大中城市商品住宅销售价格变动情况。数据显示，一二线城市新建商品住宅销售价格环比涨幅均与上月相同或回落；三线城市新建商品住宅涨幅略升。（证券时报）
252,2019-06-22 05:52:14,,【爱奇艺会员规模突破1亿！中国视频付费市场持续高速发展】爱奇艺公布了其最新会员规模数据，截至当日凌晨5点13分爱奇艺会员数量突破1亿高点，中国视频付费市场正式进入“亿级”会员时代。
253,2019-06-22 05:45:23,,【 中棉协：中国今年植棉面积4816万亩 】中国棉花协会会长戴公兴6月20日表示，2019年度中国植棉面积4816万亩，保持稳定。近5年来，中国实施了包括新疆棉花目标价格、储备棉轮换政策、改革进口棉配额发放制度等一系列改革措施，棉花面积产量和市场预期都保持相对稳定。（人民日报海外版）
254,2019-06-22 05:38:40,,【 人民日报海外版：资本市场开放按下“快进键” 】 近期，中国资本市场开放动作频频——A股“入富” 沪伦通启动、MSCI提升A股权重。分析人士指出，中国资本市场对外开放已经按下了“快进键”，力度持续加大。近期，股市、债市、期市等市场都有望迎来系列开放新举措，更多境外资本将会进入中国市场。A股外资流入规模将增加，拓宽双向跨境投融资渠道，市场吸引力强增长空间大。
255,2019-06-22 05:33:26,,【 多地水泥再添新增产能 】 业内人士表示，继贵州、云南之后，广西也加入新增水泥产能项目行列，且实施跨省产能置换，或将导致该区域产能过剩进一步加剧，企业和行业效益面临下降风险。（中证报）
256,2019-06-22 05:22:18,,【国字头基金相中7家科创板“入围”企业 平均投资比例超10%】据上交所官网信息显示，截至《证券日报》记者昨晚发稿时，共有125家企业申报上交所科创板上市，这125家企业的背后，闪现着约700家投资机构的身影。这其中有一批重仓新一代国家产业发展方向的“国字头”战略投资者，这些国字头基金承担起了扶持国家产业，兼顾市场化运作的双重责任。
257,2019-06-22 05:15:48,,花旗银行：我行基本预期依然认为，2019年美联储不会降息。 如果美联储降息（该情形可能性不断上升），预计美联储将于7月降息50个基点，并提前停止缩表进程。
258,2019-06-22 05:12:37,,【美债收益率多数收涨，不过油价维持涨势限制收益率上行空间，收益率曲线趋陡】周五纽约尾盘，美国10年期基准国债收益率涨2.56个基点，报2.0540%；本周累跌（与上周五纽约尾盘相比）2.64个基点。两年期美债收益率跌0.97个基点，报1.7678%；本周累跌7.27个基点。
259,2019-06-22 05:06:37,,【美联储降息预期增强 美元创下自2018年2月以来最大单周跌幅】美元连续第四个交易日走低，彭博美元指数纽约汇市尾盘延续跌势，下跌0.2%，该指数本周下跌1.3%，创2018年2月以来最大周跌幅。美元兑大多数G-10货币下跌，欧元表现最佳，攀升至3个月最高水平。
260,2019-06-22 05:05:25,,离岸人民币（CNH）兑美元北京时间04:59报6.8653元，较周四纽约尾盘跌44点，盘中整体交投于6.8368-6.8801元区间；上周五（6月14日）纽约尾盘报报6.9306元。
261,2019-06-22 05:04:43,,【比特币期货收于10000美元整数位关口上方 本周累涨将近19%】CME比特币期货BTC 8月合约收盘上涨370美元，涨幅大约3.83%，报10040美元，本周累涨约18.75%，CME比特币期货BTC 9月合约收涨至10090美元。
262,2019-06-22 04:47:41,,【苏荣掮客郭海被罚没1.17亿 涉内幕交易中文传媒董事长卷入】2014年初，中文传媒筹划2013年度利润分配及资本公积金转增股本，同时筹划发行股份购买资产，而这些信息在公开前属于内幕信息，公司董事长赵某亮、董事会秘书吴某等为内幕信息知情人。而郭海与赵某亮、吴某等人联络、接触，控制并操作5个证券账户交易“中文传媒”，盈利5875.18万元。（华夏时报）
263,2019-06-22 04:37:58,,美国商品期货交易委员会：投机者将美元净多头头寸削减至2月中旬以来最低水平。
264,2019-06-22 04:31:20,,美联储发布压力测试结构：所有银行机构都表现出抵御经济冲击的能力。
265,2019-06-22 04:30:16,,费城消防局副局长Craig Murphy：美国费城能源解决方案公司炼厂的大火虽然尚未扑灭，但火势已经得到了控制。 美国费城能源解决方案公司正在关闭与爆炸炼厂相连的油罐。 并不清楚还需多久才能扑灭大火。
266,2019-06-22 04:18:46,,截至收盘，道指成交量报4.6亿股（上一交易日为2.75亿），纳指成交量报25.96亿股（上一交易日为17.89亿），标普500指数成交量报28.03亿股（上一交易日为20.25亿）。
